period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,560,4908,46943691,32749,17,45023,13249,26014,940862,27248,290216,4124,0.04
1,6217,15813,46858719,33725,17,45023,13249,26602,946375,27248,290216,4124,0.00
2,6217,18732,47851683,34453,17,45023,13249,27176,952411,27248,290216,4124,0.00
3,14873,21700,48818911,46540,17,45023,13249,28099,974832,27248,290216,4124,0.48
4,21192,24554,49786907,56950,17,45023,13249,29028,998318,27248,290216,4124,0.45
5,28724,27543,50751929,70465,17,45023,13249,30144,1023323,27248,290216,4124,0.71
6,29900,30547,52927508,78297,17,45023,13249,31152,1043194,27248,290216,4124,0.37
7,31949,33396,52707781,87079,17,45023,13249,32025,1063902,27248,290216,4124,0.31
8,34152,36230,53689102,93964,17,45023,13249,32864,1079540,27248,290216,4124,0.24
9,35364,39282,54665558,99789,17,45023,13249,33974,1100771,27248,290216,4124,0.18
10,35364,42297,55648590,103504,17,45023,13249,34866,1116897,27248,290216,4124,0.13
11,36502,45301,56626365,108538,17,45023,13249,35807,1136144,27248,290216,4124,0.17
12,36502,48304,57620576,109483,17,45023,13249,36319,1141547,27248,290216,4124,0.00
13,36502,51312,58612795,110641,17,45023,13249,36830,1148737,27248,290216,4124,0.00
14,36875,54323,59603581,112114,17,45023,13249,37556,1155727,27248,290216,4124,0.01
15,40773,57327,60572702,121066,17,45023,13249,38377,1181355,27248,290216,4124,0.43
16,41109,60682,61550503,125324,17,45023,13249,39434,1201387,27248,290216,4124,0.15
17,41540,63363,62534661,130957,17,45023,13249,40221,1217091,27248,290216,4124,0.17
18,41860,66347,63524318,133817,17,45023,13249,40874,1225392,27248,290216,4124,0.09
19,41860,69352,64517158,134907,17,45023,13249,41529,1232006,27248,290216,4124,0.00
20,42645,72352,65501249,138158,17,45023,13249,42228,1246088,27248,290216,4124,0.08
21,42645,75445,66482113,143371,17,45023,13249,42937,1263560,27248,290216,4124,0.21
22,42645,78157,67471027,145098,17,45023,13249,43749,1273110,27248,290216,4124,0.04
23,42645,84144,69456451,146830,17,45023,13249,44915,1286018,27248,290216,4124,0.00
24,45029,87145,70433572,152192,17,45023,13249,45691,1304637,27248,290216,4124,0.17
25,45573,90368,71410664,155952,17,45023,13249,47046,1324337,27248,290216,4124,0.13
26,45965,93158,72394416,158631,17,45023,13249,47816,1337632,27248,290216,4124,0.02
27,47561,96176,73375536,162628,17,45023,13249,48625,1353559,27248,290216,4124,0.13
28,50408,99185,74348329,168315,17,45023,13249,49871,1375586,27248,290216,4124,0.24
29,50408,102185,75335523,171034,17,45023,13249,50521,1387859,27248,290216,4124,0.09
30,50408,105191,76328748,172003,17,45023,13249,51141,1394113,27248,290216,4124,0.00
31,50408,108208,77323301,172929,17,45023,13249,51655,1399196,27248,290216,4124,0.00
32,50408,111217,78316769,173831,17,45023,13249,52253,1405308,27248,290216,4124,0.00
33,50607,114231,79301558,175333,17,45023,13249,53054,1419240,27248,290216,4124,0.01
34,50607,117227,80294045,176274,17,45023,13249,53563,1426381,27248,290216,4124,0.00
35,50607,120232,81287209,177278,17,45023,13249,54122,1432798,27248,290216,4124,0.00
36,50607,123241,82278035,178793,17,45023,13249,54901,1441060,27248,290216,4124,0.00
37,50607,126249,83269957,180261,17,45023,13249,55573,1447583,27248,290216,4124,0.00
38,56097,129250,84243577,190184,17,45023,13249,56295,1467660,27248,290216,4124,0.43
39,64840,132244,85205168,206036,17,45023,13249,57252,1496021,27248,290216,4124,0.78
40,68403,135241,86180956,213969,17,45023,13249,58305,1515008,27248,290216,4124,0.37
41,68662,141253,88158988,216481,17,45023,13249,59881,1535082,27248,290216,4124,0.01
42,71026,144263,89136959,222372,17,45023,13249,60622,1552835,27248,290216,4124,0.22
43,75954,147287,90108927,233096,17,45023,13249,61505,1574669,27248,290216,4124,0.52
44,77106,150290,91095259,235842,17,45023,13249,62307,1585167,27248,290216,4124,0.08
45,88192,153291,92051384,255525,17,45023,13249,63200,1617544,27248,290216,4124,0.96
46,92637,156301,93025934,263404,17,45023,13249,64142,1637775,27248,290216,4124,0.38
47,94668,159309,93998372,270836,17,45023,13249,65327,1661514,27248,290216,4124,0.32
48,97238,162226,94978135,277564,17,45023,13249,66051,1678455,27248,290216,4124,0.30
49,99285,165242,95963616,282243,17,45023,13249,66747,1689166,27248,290216,4124,0.18
50,109186,171114,97910189,301151,17,45023,13249,68328,1731974,27248,290216,4124,0.12
51,109485,174286,98893782,303949,17,45023,13249,69347,1745802,27248,290216,4124,0.09
52,110088,177452,99882384,305892,17,45023,13249,70037,1755477,27248,290216,4124,0.04
53,110088,180613,100867113,308628,17,45023,13249,70906,1769795,27248,290216,4124,0.04
54,110866,183779,101853950,311287,17,45023,13249,71545,1780855,27248,290216,4124,0.05
55,113742,186944,102825595,318147,17,45023,13249,72502,1803311,27248,290216,4124,0.26
56,117850,190190,103800552,326449,17,45023,13249,73335,1822559,27248,290216,4124,0.37
57,118081,193461,104786048,328194,17,45023,13249,74289,1834364,27248,290216,4124,0.02
58,118081,196718,105776102,329146,17,45023,13249,74897,1842493,27248,290216,4124,0.00
59,118081,203208,107755704,331030,17,45023,13249,76238,1860287,27248,290216,4124,0.00
60,121976,206604,108734937,337799,17,45023,13249,76870,1876718,27248,290216,4124,0.30
61,125445,209658,109706037,346314,17,45023,13249,77850,1898779,27248,290216,4124,0.36
62,126249,216157,111676395,350589,17,45023,13249,79532,1923143,27248,290216,4124,0.07
63,131692,219095,112648100,360395,17,45023,13249,80306,1945949,27248,290216,4124,0.44
64,133054,222333,113624818,365275,17,45023,13249,81336,1965349,27248,290216,4124,0.17
65,139449,225580,114592975,377937,17,45023,13249,82084,1988705,27248,290216,4124,0.61
66,139449,231538,116573020,379810,17,45023,13249,83564,2006711,27248,290216,4124,0.00
67,143969,238036,118535376,390341,17,45023,13249,85018,2037232,27248,290216,4124,0.39
68,146078,241301,119506833,398094,17,45023,13249,85889,2061508,27248,290216,4124,0.33
69,147894,244562,120481206,405095,17,45023,13249,86787,2082910,27248,290216,4124,0.26
70,149224,247818,121458224,411042,17,45023,13249,87767,2101760,27248,290216,4124,0.20
71,152752,254321,123410228,420333,17,45023,13249,89995,2140987,27248,290216,4124,0.11
72,156342,257567,124386587,427187,17,45023,13249,90775,2158622,27248,290216,4124,0.28
73,163818,267310,127313771,442355,17,45023,13249,93968,2215224,27248,290216,4124,0.19
74,166736,270568,128293141,447747,17,45023,13249,95012,2230485,27248,290216,4124,0.22
75,173028,273802,129257267,461276,17,45023,13249,96032,2257883,27248,290216,4124,0.71
76,173028,279813,131216389,464888,17,45023,13249,97908,2296918,27248,290216,4124,0.00
77,173028,283051,132208360,465775,17,45023,13249,98493,2304300,27248,290216,4124,0.00
78,173028,286299,133198692,466814,17,45023,13249,99321,2313031,27248,290216,4124,0.00
79,173028,292781,135180195,468736,17,45023,13249,100480,2328136,27248,290216,4124,0.00
80,173028,296030,136174281,469630,17,45023,13249,101001,2333442,27248,290216,4124,0.00
81,173221,305775,139139687,474191,17,45023,13249,103218,2363131,27248,290216,4124,0.01
82,173221,309028,140132520,475104,17,45023,13249,103729,2368676,27248,290216,4124,0.00
83,173221,315514,142112579,477341,17,45023,13249,105025,2385095,27248,290216,4124,0.00
84,173221,318758,143103559,478395,17,45023,13249,105681,2392338,27248,290216,4124,0.00
85,173221,325239,145080129,480284,17,45023,13249,106867,2412382,27248,290216,4124,0.00
86,173221,328488,146072648,481278,17,45023,13249,107441,2418162,27248,290216,4124,0.00
87,173221,331725,147065365,482223,17,45023,13249,107960,2423799,27248,290216,4124,0.00
88,173637,334975,148057943,483249,17,45023,13249,108481,2429479,27248,290216,4124,0.00
89,173637,338120,149050424,484160,17,45023,13249,109139,2436371,27248,290216,4124,0.00
90,173637,341377,150041383,485344,17,45023,13249,109840,2443525,27248,290216,4124,0.00
91,173637,344528,151033197,487128,17,45023,13249,110360,2450925,27248,290216,4124,0.00
92,173637,351016,153014384,489153,17,45023,13249,111811,2466075,27248,290216,4124,0.00
93,173637,360753,155984827,491943,17,45023,13249,113544,2490535,27248,290216,4124,0.00
94,173637,363999,156977542,492837,17,45023,13249,114123,2496155,27248,290216,4124,0.00
95,173962,370501,158962202,494756,17,45023,13249,115277,2508990,27248,290216,4124,0.00
96,173962,376456,160941940,497343,17,45023,13249,116561,2527336,27248,290216,4124,0.00
97,173962,379702,161933665,498280,17,45023,13249,117138,2533905,27248,290216,4124,0.00
98,173962,386195,163914625,500330,17,45023,13249,118498,2549341,27248,290216,4124,0.00
99,173962,389444,164906415,501296,17,45023,13249,119076,2555873,27248,290216,4124,0.00
100,173962,392686,165896185,502830,17,45023,13249,119783,2564249,27248,290216,4124,0.00
101,173962,395932,166886473,504353,17,45023,13249,120551,2572076,27248,290216,4124,0.00
102,174316,399178,167877849,505457,17,45023,13249,121199,2578892,27248,290216,4124,0.00
103,174316,402427,168869969,506375,17,45023,13249,121718,2585159,27248,290216,4124,0.00
104,174316,405671,169862646,507424,17,45023,13249,122308,2590766,27248,290216,4124,0.00
105,174316,408908,170854657,508470,17,45023,13249,122882,2597090,27248,290216,4124,0.00
106,174316,412151,171846340,509392,17,45023,13249,123491,2603692,27248,290216,4124,0.00
107,174316,415395,172837096,510504,17,45023,13249,124204,2611137,27248,290216,4124,0.00
108,174316,424586,175804140,513552,17,45023,13249,126217,2639190,27248,290216,4124,0.00
109,174316,427833,176791411,515029,17,45023,13249,127005,2649641,27248,290216,4124,0.00
110,174696,431078,177783568,515997,17,45023,13249,127528,2655804,27248,290216,4124,0.00
111,174696,434327,178775918,516904,17,45023,13249,128163,2661741,27248,290216,4124,0.00
112,174696,437567,179768539,518058,17,45023,13249,128754,2667444,27248,290216,4124,0.00
113,174696,440810,180759052,519445,17,45023,13249,129335,2674842,27248,290216,4124,0.00
114,174696,444063,181750931,520417,17,45023,13249,129921,2681278,27248,290216,4124,0.00
115,174696,447308,182742172,521537,17,45023,13249,130691,2688168,27248,290216,4124,0.00
116,174696,450544,183734349,522475,17,45023,13249,131221,2694341,27248,290216,4124,0.00
117,174696,453788,184727460,523409,17,45023,13249,131736,2699592,27248,290216,4124,0.00
118,174696,457029,185719769,524407,17,45023,13249,132364,2705531,27248,290216,4124,0.00
119,174696,460271,186711444,525383,17,45023,13249,132940,2712117,27248,290216,4124,0.00
120,175003,463515,187703538,526343,17,45023,13249,133465,2718348,27248,290216,4124,0.00
121,175003,466762,188696517,527253,17,45023,13249,133968,2723781,27248,290216,4124,0.00
122,175003,473245,190678140,529206,17,45023,13249,135195,2738674,27248,290216,4124,0.00
123,175003,476489,191670753,530116,17,45023,13249,135715,2744441,27248,290216,4124,0.00
124,175003,479731,192662505,531211,17,45023,13249,136360,2750884,27248,290216,4124,0.00
125,175003,482968,193654489,532200,17,45023,13249,136989,2757160,27248,290216,4124,0.00
126,175003,486210,194647524,533128,17,45023,13249,137494,2762504,27248,290216,4124,0.00
127,175003,489454,195640162,534032,17,45023,13249,138003,2768264,27248,290216,4124,0.00
128,175003,492701,196632738,534988,17,45023,13249,138512,2774031,27248,290216,4124,0.00
129,175290,499063,198614315,536964,17,45023,13249,139815,2789000,27248,290216,4124,0.00
130,175290,502305,199602347,539572,17,45023,13249,140445,2798877,27248,290216,4124,0.00
131,175290,505570,200594051,540857,17,45023,13249,141176,2805221,27248,290216,4124,0.00
132,175290,508816,201586076,541852,17,45023,13249,141752,2811504,27248,290216,4124,0.00
133,175290,512061,202577066,542977,17,45023,13249,142462,2818673,27248,290216,4124,0.00
134,175290,515303,203568126,544421,17,45023,13249,142996,2825954,27248,290216,4124,0.00
135,175290,518545,204559396,545867,17,45023,13249,143679,2832825,27248,290216,4124,0.00
136,175290,521758,205552125,546993,17,45023,13249,144330,2839607,27248,290216,4124,0.00
137,175290,524996,206545328,547929,17,45023,13249,144863,2845753,27248,290216,4124,0.00
138,175641,528239,207536372,549400,17,45023,13249,145457,2852934,27248,290216,4124,0.00
139,175641,531485,208526489,551649,17,45023,13249,146187,2860954,27248,290216,4124,0.01
140,175641,534093,209518320,553266,17,45023,13249,146747,2868429,27248,290216,4124,0.00
141,175903,537350,210507361,555402,17,45023,13249,147461,2876907,27248,290216,4124,0.01
142,177373,539927,211487927,560117,17,45023,13249,148453,2893834,27248,290216,4124,0.11
143,177373,542432,212479438,562532,17,45023,13249,149283,2902241,27248,290216,4124,0.02
144,177373,545656,213471098,563981,17,45023,13249,149782,2908980,27248,290216,4124,0.00
145,177373,548898,214463441,564962,17,45023,13249,150357,2914968,27248,290216,4124,0.00
146,177373,552144,215455597,565931,17,45023,13249,150943,2921163,27248,290216,4124,0.00
147,177373,555388,216446631,567367,17,45023,13249,151598,2928363,27248,290216,4124,0.00
148,177373,558625,217439126,568634,17,45023,13249,152227,2934110,27248,290216,4124,0.00
149,177373,565109,219421737,570773,17,45023,13249,153423,2948109,27248,290216,4124,0.00
150,177373,568358,220409962,572541,17,45023,13249,154147,2957650,27248,290216,4124,0.00
151,178018,571606,221401104,573566,17,45023,13249,154679,2964116,27248,290216,4124,0.00
152,178018,574751,222394995,574581,17,45023,13249,155245,2969675,27248,290216,4124,0.00
